shipment_id,order_id,supplier_id,warehouse,promised_date,delivery_date,fill_rate,delay_days,status
SHIP-57025,ORD-17025,Supplier B,WH-Atlantic,2026-07-23,2026-07-23,95.0,0,delivered
SHIP-57026,ORD-17026,Supplier B,WH-Midwest,2026-07-23,2026-07-23,94.5,0,delivered
SHIP-57027,ORD-17027,Supplier A,WH-Midwest,2026-07-23,2026-07-23,94.1,0,delivered
SHIP-57028,ORD-17028,Supplier B,WH-Pacific,2026-07-23,2026-07-23,96.6,0,delivered
SHIP-57029,ORD-17029,Supplier A,WH-Pacific,2026-07-23,2026-07-24,93.9,1,delayed
SHIP-57030,ORD-17030,Supplier A,WH-Midwest,2026-07-23,2026-07-23,92.2,0,delivered
SHIP-57031,ORD-17031,Supplier A,WH-Pacific,2026-07-23,2026-07-23,93.3,0,delivered
SHIP-57032,ORD-17032,Supplier B,WH-Midwest,2026-07-23,2026-07-23,92.4,0,delivered
SHIP-57033,ORD-17033,Supplier A,WH-Midwest,2026-07-23,2026-07-23,92.6,0,delivered
SHIP-57034,ORD-17034,Supplier C,WH-Atlantic,2026-07-23,2026-07-23,99.3,0,delivered
SHIP-57035,ORD-17035,Supplier C,WH-Atlantic,2026-07-23,2026-07-23,97.1,0,delivered
SHIP-57036,ORD-17036,Supplier C,WH-Atlantic,2026-07-24,2026-07-24,98.9,0,delivered
SHIP-57037,ORD-17037,Supplier B,WH-Pacific,2026-07-24,2026-07-24,95.0,0,delivered
SHIP-57038,ORD-17038,Supplier B,WH-Pacific,2026-07-24,2026-07-24,97.7,0,delivered
SHIP-57039,ORD-17039,Supplier D,WH-Pacific,2026-07-24,2026-07-24,98.3,0,delivered
SHIP-57040,ORD-17040,Supplier B,WH-Southern,2026-07-24,2026-07-24,92.9,0,delivered
SHIP-57041,ORD-17041,Supplier B,WH-Southern,2026-07-24,2026-07-24,99.5,0,delivered
SHIP-57042,ORD-17042,Supplier C,WH-Southern,2026-07-24,2026-07-24,93.6,0,delivered
SHIP-57043,ORD-17043,Supplier B,WH-Midwest,2026-07-24,2026-07-24,98.6,0,delivered
SHIP-57044,ORD-17044,Supplier B,WH-Midwest,2026-07-24,2026-07-24,94.1,0,delivered
SHIP-57045,ORD-17045,Supplier B,WH-Atlantic,2026-07-24,2026-07-24,97.4,0,delivered
SHIP-57046,ORD-17046,Supplier B,WH-Midwest,2026-07-24,2026-07-24,97.0,0,delivered
SHIP-57047,ORD-17047,Supplier A,WH-Southern,2026-07-24,2026-07-24,93.0,0,delivered
SHIP-57048,ORD-17048,Supplier C,WH-Southern,2026-07-24,2026-07-24,99.2,0,delivered
SHIP-57049,ORD-17049,Supplier A,WH-Atlantic,2026-07-24,2026-07-24,95.9,0,delivered
SHIP-57050,ORD-17050,Supplier C,WH-Atlantic,2026-07-24,2026-07-24,98.7,0,delivered
SHIP-57051,ORD-17051,Supplier A,WH-Southern,2026-07-24,2026-07-24,92.3,0,delivered
SHIP-57052,ORD-17052,Supplier A,WH-Southern,2026-07-24,2026-07-24,99.2,0,delivered
SHIP-57053,ORD-17053,Supplier D,WH-Southern,2026-07-24,2026-07-24,92.5,0,delivered
SHIP-57054,ORD-17054,Supplier D,WH-Southern,2026-07-24,2026-07-24,95.8,0,delivered
SHIP-57055,ORD-17055,Supplier D,WH-Midwest,2026-07-24,2026-07-24,96.5,0,delivered
SHIP-57056,ORD-17056,Supplier A,WH-Pacific,2026-07-24,2026-07-24,97.5,0,delivered
SHIP-57057,ORD-17057,Supplier A,WH-Southern,2026-07-24,2026-07-24,94.9,0,delivered
SHIP-57058,ORD-17058,Supplier C,WH-Atlantic,2026-07-24,2026-07-24,95.1,0,delivered
SHIP-57059,ORD-17059,Supplier C,WH-Pacific,2026-07-24,2026-07-26,94.0,2,delayed
SHIP-57060,ORD-17060,Supplier A,WH-Southern,2026-07-24,2026-07-24,92.3,0,delivered
SHIP-57061,ORD-17061,Supplier A,WH-Southern,2026-07-24,2026-07-24,96.7,0,delivered
SHIP-57062,ORD-17062,Supplier A,WH-Pacific,2026-07-24,2026-07-24,92.5,0,delivered
SHIP-57063,ORD-17063,Supplier D,WH-Atlantic,2026-07-24,2026-07-24,93.3,0,delivered
SHIP-57064,ORD-17064,Supplier C,WH-Atlantic,2026-07-24,2026-07-24,96.1,0,delivered
SHIP-57065,ORD-17065,Supplier D,WH-Southern,2026-07-24,2026-07-24,94.6,0,delivered
SHIP-57066,ORD-17066,Supplier D,WH-Midwest,2026-07-24,2026-07-24,92.1,0,delivered
SHIP-57067,ORD-17067,Supplier B,WH-Atlantic,2026-07-24,2026-07-24,93.7,0,delivered
SHIP-57068,ORD-17068,Supplier C,WH-Atlantic,2026-07-24,2026-07-24,97.1,0,delivered
SHIP-57069,ORD-17069,Supplier C,WH-Pacific,2026-07-24,2026-07-24,96.5,0,delivered
SHIP-57070,ORD-17070,Supplier D,WH-Southern,2026-07-24,2026-07-24,97.8,0,delivered
SHIP-57071,ORD-17071,Supplier A,WH-Atlantic,2026-07-24,2026-07-24,94.5,0,delivered
SHIP-57072,ORD-17072,Supplier C,WH-Atlantic,2026-07-24,2026-07-24,93.4,0,delivered
SHIP-57073,ORD-17073,Supplier C,WH-Southern,2026-07-24,2026-07-24,98.7,0,delivered
SHIP-57074,ORD-17074,Supplier D,WH-Midwest,2026-07-24,2026-07-24,98.4,0,delivered
SHIP-57075,ORD-17075,Supplier A,WH-Midwest,2026-07-24,2026-07-24,97.6,0,delivered
SHIP-57076,ORD-17076,Supplier A,WH-Pacific,2026-07-24,2026-07-24,92.0,0,delivered
SHIP-57077,ORD-17077,Supplier B,WH-Atlantic,2026-07-24,2026-07-24,95.3,0,delivered
SHIP-57078,ORD-17078,Supplier C,WH-Pacific,2026-07-24,2026-07-24,96.0,0,delivered
SHIP-57079,ORD-17079,Supplier B,WH-Southern,2026-07-24,2026-07-24,93.8,0,delivered
SHIP-57080,ORD-17080,Supplier B,WH-Southern,2026-07-24,2026-07-24,97.9,0,delivered
SHIP-57081,ORD-17081,Supplier A,WH-Atlantic,2026-07-24,2026-07-24,95.8,0,delivered
SHIP-57082,ORD-17082,Supplier B,WH-Midwest,2026-07-24,2026-07-24,95.0,0,delivered
SHIP-57083,ORD-17083,Supplier B,WH-Atlantic,2026-07-24,2026-07-24,99.1,0,delivered
SHIP-57084,ORD-17084,Supplier D,WH-Midwest,2026-07-24,2026-07-24,97.6,0,delivered
SHIP-57085,ORD-17085,Supplier D,WH-Atlantic,2026-07-24,2026-07-24,98.7,0,delivered
SHIP-57086,ORD-17086,Supplier D,WH-Midwest,2026-07-24,2026-07-24,97.9,0,delivered
SHIP-57087,ORD-17087,Supplier C,WH-Pacific,2026-07-24,2026-07-24,93.9,0,delivered
SHIP-57088,ORD-17088,Supplier C,WH-Southern,2026-07-24,2026-07-24,99.1,0,delivered
SHIP-57089,ORD-17089,Supplier C,WH-Midwest,2026-07-24,2026-07-24,99.4,0,delivered
SHIP-57090,ORD-17090,Supplier D,WH-Midwest,2026-07-24,2026-07-24,96.7,0,delivered
SHIP-57091,ORD-17091,Supplier D,WH-Midwest,2026-07-24,2026-07-24,96.7,0,delivered
SHIP-57092,ORD-17092,Supplier A,WH-Midwest,2026-07-24,2026-07-26,97.8,2,delayed
SHIP-57093,ORD-17093,Supplier B,WH-Midwest,2026-07-24,2026-07-24,98.1,0,delivered
SHIP-57094,ORD-17094,Supplier D,WH-Southern,2026-07-24,2026-07-24,99.1,0,delivered
SHIP-57095,ORD-17095,Supplier B,WH-Midwest,2026-07-24,2026-07-24,92.4,0,delivered
SHIP-57096,ORD-17096,Supplier B,WH-Pacific,2026-07-24,2026-07-24,93.0,0,delivered
SHIP-57097,ORD-17097,Supplier C,WH-Midwest,2026-07-24,2026-07-24,97.2,0,delivered
SHIP-57098,ORD-17098,Supplier B,WH-Atlantic,2026-07-24,2026-07-24,92.9,0,delivered
SHIP-57099,ORD-17099,Supplier C,WH-Midwest,2026-07-24,2026-07-24,95.7,0,delivered
SHIP-57100,ORD-17100,Supplier D,WH-Midwest,2026-07-24,2026-07-24,95.9,0,delivered
SHIP-57101,ORD-17101,Supplier D,WH-Southern,2026-07-24,2026-07-24,94.0,0,delivered
SHIP-57102,ORD-17102,Supplier A,WH-Atlantic,2026-07-24,2026-07-24,95.3,0,delivered
SHIP-57103,ORD-17103,Supplier C,WH-Atlantic,2026-07-24,2026-07-24,96.7,0,delivered
SHIP-57104,ORD-17104,Supplier D,WH-Atlantic,2026-07-24,2026-07-24,95.3,0,delivered
SHIP-57105,ORD-17105,Supplier C,WH-Pacific,2026-07-24,2026-07-24,93.2,0,delivered
SHIP-57106,ORD-17106,Supplier C,WH-Midwest,2026-07-24,2026-07-24,92.9,0,delivered
SHIP-57107,ORD-17107,Supplier B,WH-Southern,2026-07-24,2026-07-24,98.2,0,delivered
SHIP-57108,ORD-17108,Supplier C,WH-Midwest,2026-07-24,2026-07-24,92.4,0,delivered
SHIP-57109,ORD-17109,Supplier B,WH-Southern,2026-07-24,2026-07-24,98.5,0,delivered
SHIP-57110,ORD-17110,Supplier C,WH-Atlantic,2026-07-24,2026-07-25,95.9,1,delayed
SHIP-57111,ORD-17111,Supplier B,WH-Southern,2026-07-24,2026-07-24,97.4,0,delivered
SHIP-57112,ORD-17112,Supplier D,WH-Pacific,2026-07-24,2026-07-24,98.1,0,delivered
SHIP-57113,ORD-17113,Supplier D,WH-Pacific,2026-07-24,2026-07-24,98.3,0,delivered
SHIP-57114,ORD-17114,Supplier A,WH-Atlantic,2026-07-24,2026-07-24,97.7,0,delivered
SHIP-57115,ORD-17115,Supplier D,WH-Atlantic,2026-07-24,2026-07-25,97.7,1,delayed
SHIP-57116,ORD-17116,Supplier C,WH-Atlantic,2026-07-24,2026-07-24,94.7,0,delivered
SHIP-57117,ORD-17117,Supplier C,WH-Southern,2026-07-24,2026-07-24,96.2,0,delivered
SHIP-57118,ORD-17118,Supplier A,WH-Atlantic,2026-07-24,2026-07-24,94.0,0,delivered
SHIP-57119,ORD-17119,Supplier A,WH-Midwest,2026-07-24,2026-07-24,94.5,0,delivered
SHIP-57120,ORD-17120,Supplier D,WH-Pacific,2026-07-24,2026-07-24,96.6,0,delivered
SHIP-57121,ORD-17121,Supplier A,WH-Atlantic,2026-07-24,2026-07-24,97.4,0,delivered
SHIP-57122,ORD-17122,Supplier B,WH-Southern,2026-07-24,2026-07-24,98.3,0,delivered
SHIP-57123,ORD-17123,Supplier A,WH-Midwest,2026-07-24,2026-07-26,93.3,2,delayed
SHIP-57124,ORD-17124,Supplier B,WH-Atlantic,2026-07-24,2026-07-24,99.4,0,delivered
SHIP-57125,ORD-17125,Supplier D,WH-Southern,2026-07-24,2026-07-24,95.4,0,delivered
SHIP-57126,ORD-17126,Supplier D,WH-Midwest,2026-07-24,2026-07-24,94.8,0,delivered
SHIP-57127,ORD-17127,Supplier A,WH-Southern,2026-07-24,2026-07-26,93.9,2,delayed
SHIP-57128,ORD-17128,Supplier A,WH-Midwest,2026-07-24,2026-07-24,97.3,0,delivered
SHIP-57129,ORD-17129,Supplier B,WH-Pacific,2026-07-24,2026-07-24,96.4,0,delivered
SHIP-57130,ORD-17130,Supplier C,WH-Atlantic,2026-07-24,2026-07-24,93.6,0,delivered
SHIP-57131,ORD-17131,Supplier D,WH-Midwest,2026-07-24,2026-07-24,92.1,0,delivered
SHIP-57132,ORD-17132,Supplier A,WH-Pacific,2026-07-24,2026-07-24,95.8,0,delivered
SHIP-57133,ORD-17133,Supplier C,WH-Southern,2026-07-24,2026-07-24,95.8,0,delivered
SHIP-57134,ORD-17134,Supplier D,WH-Southern,2026-07-24,2026-07-24,95.0,0,delivered
SHIP-57135,ORD-17135,Supplier A,WH-Southern,2026-07-24,2026-07-24,94.9,0,delivered
SHIP-57136,ORD-17136,Supplier A,WH-Pacific,2026-07-24,2026-07-25,96.7,1,delayed
SHIP-57137,ORD-17137,Supplier C,WH-Southern,2026-07-24,2026-07-24,95.9,0,delivered
SHIP-57138,ORD-17138,Supplier C,WH-Pacific,2026-07-24,2026-07-24,95.2,0,delivered
SHIP-57139,ORD-17139,Supplier A,WH-Midwest,2026-07-24,2026-07-24,97.5,0,delivered
SHIP-57140,ORD-17140,Supplier C,WH-Midwest,2026-07-24,2026-07-24,96.9,0,delivered
SHIP-57141,ORD-17141,Supplier B,WH-Pacific,2026-07-24,2026-07-24,95.2,0,delivered
SHIP-57142,ORD-17142,Supplier D,WH-Pacific,2026-07-24,2026-07-24,92.0,0,delivered
SHIP-57143,ORD-17143,Supplier A,WH-Atlantic,2026-07-24,2026-07-24,96.1,0,delivered
SHIP-57144,ORD-17144,Supplier C,WH-Atlantic,2026-07-24,2026-07-25,98.5,1,delayed
SHIP-57145,ORD-17145,Supplier C,WH-Southern,2026-07-24,2026-07-24,96.9,0,delivered
SHIP-57146,ORD-17146,Supplier C,WH-Pacific,2026-07-24,2026-07-24,96.2,0,delivered
SHIP-57147,ORD-17147,Supplier D,WH-Midwest,2026-07-24,2026-07-24,93.5,0,delivered
SHIP-57148,ORD-17148,Supplier A,WH-Atlantic,2026-07-24,2026-07-24,96.0,0,delivered
SHIP-57149,ORD-17149,Supplier A,WH-Pacific,2026-07-24,2026-07-24,98.9,0,delivered
SHIP-57150,ORD-17150,Supplier A,WH-Atlantic,2026-07-24,2026-07-24,93.9,0,delivered
SHIP-57151,ORD-17151,Supplier D,WH-Southern,2026-07-24,2026-07-26,92.7,2,delayed
SHIP-57152,ORD-17152,Supplier C,WH-Midwest,2026-07-24,2026-07-24,94.5,0,delivered
SHIP-57153,ORD-17153,Supplier D,WH-Atlantic,2026-07-24,2026-07-24,95.8,0,delivered
SHIP-57154,ORD-17154,Supplier D,WH-Midwest,2026-07-24,2026-07-24,95.9,0,delivered
SHIP-57155,ORD-17155,Supplier A,WH-Midwest,2026-07-24,2026-07-24,93.6,0,delivered
SHIP-57156,ORD-17156,Supplier D,WH-Atlantic,2026-07-24,2026-07-24,95.6,0,delivered
SHIP-57157,ORD-17157,Supplier D,WH-Atlantic,2026-07-24,2026-07-24,95.8,0,delivered
SHIP-57158,ORD-17158,Supplier A,WH-Pacific,2026-07-24,2026-07-24,97.1,0,delivered
SHIP-57159,ORD-17159,Supplier A,WH-Pacific,2026-07-24,2026-07-24,92.3,0,delivered
SHIP-57160,ORD-17160,Supplier B,WH-Midwest,2026-07-24,2026-07-24,94.8,0,delivered
SHIP-57161,ORD-17161,Supplier A,WH-Midwest,2026-07-24,2026-07-24,92.1,0,delivered
SHIP-57162,ORD-17162,Supplier A,WH-Midwest,2026-07-24,2026-07-26,93.2,2,delayed
SHIP-57163,ORD-17163,Supplier B,WH-Pacific,2026-07-24,2026-07-24,94.7,0,delivered
SHIP-57164,ORD-17164,Supplier B,WH-Southern,2026-07-24,2026-07-24,98.1,0,delivered
SHIP-57165,ORD-17165,Supplier B,WH-Midwest,2026-07-24,2026-07-24,96.3,0,delivered
SHIP-57166,ORD-17166,Supplier B,WH-Southern,2026-07-24,2026-07-24,94.8,0,delivered
SHIP-57167,ORD-17167,Supplier A,WH-Southern,2026-07-24,2026-07-24,95.8,0,delivered
SHIP-57168,ORD-17168,Supplier B,WH-Midwest,2026-07-24,2026-07-24,99.2,0,delivered
SHIP-57169,ORD-17169,Supplier A,WH-Midwest,2026-07-24,2026-07-24,99.5,0,delivered
SHIP-57170,ORD-17170,Supplier B,WH-Atlantic,2026-07-24,2026-07-24,94.2,0,delivered
SHIP-57171,ORD-17171,Supplier B,WH-Pacific,2026-07-24,2026-07-24,95.7,0,delivered
SHIP-57172,ORD-17172,Supplier B,WH-Midwest,2026-07-24,2026-07-24,98.0,0,delivered
SHIP-57173,ORD-17173,Supplier D,WH-Midwest,2026-07-24,2026-07-24,95.0,0,delivered
SHIP-57174,ORD-17174,Supplier D,WH-Midwest,2026-07-24,2026-07-24,93.5,0,delivered
SHIP-57175,ORD-17175,Supplier C,WH-Atlantic,2026-07-24,2026-07-24,93.3,0,delivered
SHIP-57176,ORD-17176,Supplier A,WH-Southern,2026-07-24,2026-07-24,93.5,0,delivered
SHIP-57177,ORD-17177,Supplier B,WH-Atlantic,2026-07-24,2026-07-24,97.0,0,delivered
SHIP-57178,ORD-17178,Supplier C,WH-Atlantic,2026-07-24,2026-07-24,93.1,0,delivered
SHIP-57179,ORD-17179,Supplier D,WH-Atlantic,2026-07-24,2026-07-26,92.1,2,delayed
SHIP-57180,ORD-17180,Supplier C,WH-Atlantic,2026-07-24,2026-07-24,97.2,0,delivered
SHIP-57181,ORD-17181,Supplier A,WH-Pacific,2026-07-25,2026-07-25,94.0,0,delivered
SHIP-57182,ORD-17182,Supplier D,WH-Pacific,2026-07-25,2026-07-25,97.2,0,delivered
SHIP-57183,ORD-17183,Supplier C,WH-Atlantic,2026-07-25,2026-07-25,96.2,0,delivered
SHIP-57184,ORD-17184,Supplier A,WH-Atlantic,2026-07-25,2026-07-25,98.5,0,delivered
SHIP-57185,ORD-17185,Supplier C,WH-Midwest,2026-07-25,2026-07-25,93.8,0,delivered
SHIP-57186,ORD-17186,Supplier B,WH-Atlantic,2026-07-25,2026-07-25,95.0,0,delivered
SHIP-57187,ORD-17187,Supplier D,WH-Midwest,2026-07-25,2026-07-25,95.3,0,delivered
SHIP-57188,ORD-17188,Supplier D,WH-Midwest,2026-07-25,2026-07-25,98.3,0,delivered
SHIP-57189,ORD-17189,Supplier B,WH-Pacific,2026-07-25,2026-07-25,93.5,0,delivered
SHIP-57190,ORD-17190,Supplier C,WH-Southern,2026-07-25,2026-07-25,93.8,0,delivered
SHIP-57191,ORD-17191,Supplier D,WH-Pacific,2026-07-25,2026-07-25,98.1,0,delivered
SHIP-57192,ORD-17192,Supplier B,WH-Atlantic,2026-07-25,2026-07-25,98.1,0,delivered
SHIP-57193,ORD-17193,Supplier D,WH-Southern,2026-07-25,2026-07-25,93.8,0,delivered
SHIP-57194,ORD-17194,Supplier B,WH-Southern,2026-07-25,2026-07-25,98.5,0,delivered
SHIP-57195,ORD-17195,Supplier A,WH-Pacific,2026-07-25,2026-07-25,94.8,0,delivered
SHIP-57196,ORD-17196,Supplier D,WH-Pacific,2026-07-25,2026-07-26,94.9,1,delayed
SHIP-57197,ORD-17197,Supplier B,WH-Southern,2026-07-25,2026-07-25,92.4,0,delivered
SHIP-57198,ORD-17198,Supplier C,WH-Pacific,2026-07-25,2026-07-25,92.4,0,delivered
SHIP-57199,ORD-17199,Supplier B,WH-Atlantic,2026-07-25,2026-07-26,96.3,1,delayed
SHIP-57200,ORD-17200,Supplier B,WH-Midwest,2026-07-25,2026-07-25,97.3,0,delivered
SHIP-57201,ORD-17201,Supplier D,WH-Southern,2026-07-25,2026-07-25,98.7,0,delivered
SHIP-57202,ORD-17202,Supplier A,WH-Midwest,2026-07-25,2026-07-25,96.1,0,delivered
SHIP-57203,ORD-17203,Supplier D,WH-Pacific,2026-07-25,2026-07-25,97.3,0,delivered
SHIP-57204,ORD-17204,Supplier C,WH-Pacific,2026-07-25,2026-07-26,98.7,1,delayed
SHIP-57205,ORD-17205,Supplier C,WH-Midwest,2026-07-25,2026-07-25,94.8,0,delivered
SHIP-57206,ORD-17206,Supplier C,WH-Pacific,2026-07-25,2026-07-25,93.1,0,delivered
SHIP-57207,ORD-17207,Supplier D,WH-Midwest,2026-07-25,2026-07-25,97.5,0,delivered
SHIP-57208,ORD-17208,Supplier A,WH-Pacific,2026-07-25,2026-07-25,96.6,0,delivered
SHIP-57209,ORD-17209,Supplier D,WH-Midwest,2026-07-25,2026-07-25,92.4,0,delivered
SHIP-57210,ORD-17210,Supplier D,WH-Pacific,2026-07-25,2026-07-25,95.0,0,delivered
SHIP-57211,ORD-17211,Supplier D,WH-Atlantic,2026-07-25,2026-07-25,92.9,0,delivered
SHIP-57212,ORD-17212,Supplier A,WH-Midwest,2026-07-25,2026-07-26,97.0,1,delayed
SHIP-57213,ORD-17213,Supplier A,WH-Atlantic,2026-07-25,2026-07-25,94.9,0,delivered
SHIP-57214,ORD-17214,Supplier C,WH-Pacific,2026-07-25,2026-07-25,97.0,0,delivered
SHIP-57215,ORD-17215,Supplier D,WH-Pacific,2026-07-25,2026-07-27,95.7,2,delayed
SHIP-57216,ORD-17216,Supplier C,WH-Southern,2026-07-25,2026-07-25,93.6,0,delivered
SHIP-57217,ORD-17217,Supplier B,WH-Southern,2026-07-25,2026-07-26,98.9,1,delayed
SHIP-57218,ORD-17218,Supplier D,WH-Atlantic,2026-07-25,2026-07-27,96.9,2,delayed
SHIP-57219,ORD-17219,Supplier D,WH-Pacific,2026-07-25,2026-07-25,96.5,0,delivered
SHIP-57220,ORD-17220,Supplier C,WH-Southern,2026-07-25,2026-07-25,93.4,0,delivered
SHIP-57221,ORD-17221,Supplier B,WH-Southern,2026-07-25,2026-07-27,98.7,2,delayed
SHIP-57222,ORD-17222,Supplier A,WH-Midwest,2026-07-25,2026-07-25,96.4,0,delivered
SHIP-57223,ORD-17223,Supplier C,WH-Atlantic,2026-07-25,2026-07-25,96.1,0,delivered
SHIP-57224,ORD-17224,Supplier D,WH-Atlantic,2026-07-25,2026-07-26,93.7,1,delayed
SHIP-57225,ORD-17225,Supplier A,WH-Southern,2026-07-25,2026-07-25,94.9,0,delivered
SHIP-57226,ORD-17226,Supplier A,WH-Atlantic,2026-07-25,2026-07-25,94.3,0,delivered
SHIP-57227,ORD-17227,Supplier B,WH-Southern,2026-07-25,2026-07-25,92.7,0,delivered
SHIP-57228,ORD-17228,Supplier C,WH-Pacific,2026-07-25,2026-07-25,95.3,0,delivered
SHIP-57229,ORD-17229,Supplier A,WH-Southern,2026-07-25,2026-07-25,95.4,0,delivered
SHIP-57230,ORD-17230,Supplier B,WH-Atlantic,2026-07-25,2026-07-25,96.3,0,delivered
SHIP-57231,ORD-17231,Supplier C,WH-Atlantic,2026-07-25,2026-07-26,98.0,1,delayed
SHIP-57232,ORD-17232,Supplier C,WH-Atlantic,2026-07-25,2026-07-25,95.7,0,delivered
SHIP-57233,ORD-17233,Supplier A,WH-Pacific,2026-07-25,2026-07-25,96.7,0,delivered
SHIP-57234,ORD-17234,Supplier D,WH-Atlantic,2026-07-25,2026-07-25,95.9,0,delivered
SHIP-57235,ORD-17235,Supplier D,WH-Atlantic,2026-07-25,2026-07-26,95.6,1,delayed
SHIP-57236,ORD-17236,Supplier B,WH-Atlantic,2026-07-25,2026-07-25,95.6,0,delivered
SHIP-57237,ORD-17237,Supplier D,WH-Atlantic,2026-07-25,2026-07-25,97.0,0,delivered
SHIP-57238,ORD-17238,Supplier B,WH-Midwest,2026-07-25,2026-07-25,96.5,0,delivered
SHIP-57239,ORD-17239,Supplier C,WH-Midwest,2026-07-25,2026-07-25,93.3,0,delivered
SHIP-57240,ORD-17240,Supplier A,WH-Midwest,2026-07-25,2026-07-25,93.1,0,delivered
SHIP-57241,ORD-17241,Supplier D,WH-Southern,2026-07-25,2026-07-25,92.5,0,delivered
SHIP-57242,ORD-17242,Supplier C,WH-Midwest,2026-07-25,2026-07-26,97.5,1,delayed
SHIP-57243,ORD-17243,Supplier D,WH-Pacific,2026-07-25,2026-07-25,99.1,0,delivered
SHIP-57244,ORD-17244,Supplier C,WH-Southern,2026-07-25,2026-07-25,94.3,0,delivered
SHIP-57245,ORD-17245,Supplier D,WH-Southern,2026-07-25,2026-07-25,92.4,0,delivered
SHIP-57246,ORD-17246,Supplier C,WH-Southern,2026-07-25,2026-07-25,98.5,0,delivered
SHIP-57247,ORD-17247,Supplier A,WH-Atlantic,2026-07-25,2026-07-25,96.4,0,delivered
SHIP-57248,ORD-17248,Supplier A,WH-Midwest,2026-07-25,2026-07-25,96.7,0,delivered
SHIP-57249,ORD-17249,Supplier A,WH-Southern,2026-07-25,2026-07-25,99.2,0,delivered
SHIP-57250,ORD-17250,Supplier C,WH-Pacific,2026-07-25,2026-07-25,96.8,0,delivered
SHIP-57251,ORD-17251,Supplier B,WH-Pacific,2026-07-25,2026-07-25,92.6,0,delivered
SHIP-57252,ORD-17252,Supplier B,WH-Southern,2026-07-25,2026-07-25,94.4,0,delivered
SHIP-57253,ORD-17253,Supplier A,WH-Midwest,2026-07-25,2026-07-25,98.1,0,delivered
SHIP-57254,ORD-17254,Supplier C,WH-Midwest,2026-07-25,2026-07-25,94.3,0,delivered
SHIP-57255,ORD-17255,Supplier A,WH-Atlantic,2026-07-25,2026-07-25,94.6,0,delivered
SHIP-57256,ORD-17256,Supplier B,WH-Southern,2026-07-25,2026-07-25,94.8,0,delivered
SHIP-57257,ORD-17257,Supplier D,WH-Pacific,2026-07-25,2026-07-25,93.1,0,delivered
SHIP-57258,ORD-17258,Supplier C,WH-Atlantic,2026-07-25,2026-07-25,94.0,0,delivered
SHIP-57259,ORD-17259,Supplier D,WH-Southern,2026-07-25,2026-07-25,93.2,0,delivered
SHIP-57260,ORD-17260,Supplier A,WH-Atlantic,2026-07-25,2026-07-25,94.5,0,delivered
SHIP-57261,ORD-17261,Supplier A,WH-Pacific,2026-07-25,2026-07-25,94.5,0,delivered
SHIP-57262,ORD-17262,Supplier A,WH-Atlantic,2026-07-25,2026-07-25,95.6,0,delivered
SHIP-57263,ORD-17263,Supplier B,WH-Midwest,2026-07-25,2026-07-25,93.3,0,delivered
SHIP-57264,ORD-17264,Supplier C,WH-Atlantic,2026-07-25,2026-07-25,95.0,0,delivered
SHIP-57265,ORD-17265,Supplier B,WH-Midwest,2026-07-25,2026-07-25,98.6,0,delivered
SHIP-57266,ORD-17266,Supplier C,WH-Midwest,2026-07-25,2026-07-25,95.4,0,delivered
SHIP-57267,ORD-17267,Supplier C,WH-Atlantic,2026-07-25,2026-07-25,92.3,0,delivered
SHIP-57268,ORD-17268,Supplier B,WH-Atlantic,2026-07-25,2026-07-26,98.2,1,delayed
SHIP-57269,ORD-17269,Supplier D,WH-Pacific,2026-07-25,2026-07-25,92.1,0,delivered
SHIP-57270,ORD-17270,Supplier B,WH-Midwest,2026-07-25,2026-07-25,95.6,0,delivered
SHIP-57271,ORD-17271,Supplier D,WH-Southern,2026-07-25,2026-07-25,97.9,0,delivered
SHIP-57272,ORD-17272,Supplier B,WH-Pacific,2026-07-25,2026-07-25,96.9,0,delivered
SHIP-57273,ORD-17273,Supplier B,WH-Pacific,2026-07-25,2026-07-25,95.6,0,delivered
SHIP-57274,ORD-17274,Supplier C,WH-Pacific,2026-07-25,2026-07-25,94.9,0,delivered
SHIP-57275,ORD-17275,Supplier D,WH-Southern,2026-07-25,2026-07-25,93.5,0,delivered
SHIP-57276,ORD-17276,Supplier B,WH-Pacific,2026-07-25,2026-07-25,93.6,0,delivered
SHIP-57277,ORD-17277,Supplier C,WH-Midwest,2026-07-25,2026-07-25,92.6,0,delivered
SHIP-57278,ORD-17278,Supplier C,WH-Southern,2026-07-25,2026-07-25,99.4,0,delivered
SHIP-57279,ORD-17279,Supplier B,WH-Atlantic,2026-07-25,2026-07-25,96.3,0,delivered
SHIP-57280,ORD-17280,Supplier A,WH-Atlantic,2026-07-25,2026-07-25,95.0,0,delivered
SHIP-57281,ORD-17281,Supplier B,WH-Midwest,2026-07-25,2026-07-25,97.7,0,delivered
SHIP-57282,ORD-17282,Supplier C,WH-Southern,2026-07-25,2026-07-25,97.0,0,delivered
SHIP-57283,ORD-17283,Supplier C,WH-Atlantic,2026-07-25,2026-07-25,96.7,0,delivered
SHIP-57284,ORD-17284,Supplier C,WH-Atlantic,2026-07-25,2026-07-25,97.0,0,delivered
SHIP-57285,ORD-17285,Supplier D,WH-Atlantic,2026-07-25,2026-07-25,94.9,0,delivered
SHIP-57286,ORD-17286,Supplier A,WH-Midwest,2026-07-25,2026-07-26,97.6,1,delayed
SHIP-57287,ORD-17287,Supplier A,WH-Pacific,2026-07-25,2026-07-25,96.0,0,delivered
